"Water Control Zone","Station","Dates","Sample No","Type","Zinc (mg/kg)","Vanadium (mg/kg)","Total Volatile Solid (% Total Solid)","Total Sulphide (mg/kg)","Total Solid (%w/w)","Total Polychlorinated Biphenyls (μg/kg)","Total Phosphorus (mg/kg)","Total Kjeldahl Nitrogen (mg/kg)","Total Cyanide (mg/kg)","Total Carbon (%w/w)","Silver (mg/kg)","Pyrene (μg/kg)","Phenanthrene (μg/kg)","Particle Size Fraction <63 micrometer (%w/w)","Nickel (mg/kg)","Naphthalene (μg/kg)","Mercury (mg/kg)","Manganese (mg/kg)","Lead (mg/kg)","Iron (mg/kg)","Indeno(1,2,3-cd)pyrene (μg/kg)","Fluorene (μg/kg)","Fluoranthene (μg/kg)","Electrochemical Potential (mV)","Dry Wet Ratio","Dibenzo(ah)anthracene (μg/kg)","Copper (mg/kg)","Chrysene (μg/kg)","Chromium (mg/kg)","Chemical Oxygen Demand (mg/kg)","Cadmium (mg/kg)","Boron (mg/kg)","Benzo(k)fluoranthene (μg/kg)","Benzo(ghi)perylene (μg/kg)","Benzo(b)fluoranthene (μg/kg)","Benzo(a)pyrene (μg/kg)","Benzo(a)anthracene (μg/kg)","Barium (mg/kg)","Arsenic (mg/kg)","Anthracene (μg/kg)","Ammonia Nitrogen (mg/kg)","Aluminium (mg/kg)","Acenaphthylene (μg/kg)","Acenaphthene (μg/kg)"
"North Western","NS3","2021-05-14","1","Bulk Sample","94","40","6.5","86","45","18","N/A","N/A","0.1","0.6","<0","35","9","79","23","<60","0.09","720","43","34000","17","<10","34","-151","0.45","9","31","16","38","6700","<0.1","15","10","25","13","26","15","44","14","<5","14","30000","<50","<50"
"North Western","NS3","2021-08-30","1","Bulk Sample","160","40","7.3","120","42","18","N/A","N/A","0.1","0.6","0","24","7","26","27","<60","0.11","750","48","38000","16","<10","18","-103","0.41","33","37","16","47","17000","<0.1","27","10","25","14","25","10","74","15","<5","15","51000","<50","<50"
"North Western","NS3","2022-03-02","1","Bulk Sample","120","64","7.6","61","48","18","190","480","0.1","0.8","<0","140","52","83","23","<60","0.06","610","32","35000","54","<10","110","-180","0.43","20","27","39","45","15000","<0.1","25","26","65","30","67","45","98","18","12","8.1","51000","<50","<50"
"North Western","NS3","2022-08-01","1","Bulk Sample","150","48","6.7","68","46","18","230","470","<0.1","0.6","0","12","<5","92","28","<60","0.08","630","39","37000","5","<10","6","-76","0.4","<5","43","<5","51","19000","<0.1","28","3","9","4","5","<3","93","13","<5","0.32","54000","<50","<50"
"North Western","NS3","2023-05-20","1","Bulk Sample","120","49","7.4","41","47","18","220","450","<0.1","0.7","<0","25","6","35","22","<60","0.09","620","36","34000","15","<10","21","-121","0.45","<5","28","12","38","16000","<0.1","17","8","26","14","20","10","61","13","<5","0.54","41000","<50","<50"
"North Western","NS3","2023-11-29","1","Bulk Sample","110","45","12","23","36","18","230","770","<0.1","1.1","<0","37","8","78","24","<60","0.08","690","44","27000","17","<10","30","-108","0.42","<5","31","21","41","15000","0.3","17","11","25","16","33","19","110","10","<5","16","47000","<50","<50"
"North Western","NS3","2024-03-13","1","Bulk Sample","89","33","7","22","50","18","230","400","<0.1","0.7","<0","26","7","77","18","<60","0.09","410","33","26000","16","<10","16","-117","0.47","<5","25","11","30","19000","<0.1","16","9","18","10","19","12","71","8","<5","4.9","36000","<50","<50"
"North Western","NS3","2024-09-21","1","Bulk Sample","130","39","6.8","95","44","18","240","450","0.2","0.6","0","28","6","85","23","<60","0.06","480","40","31000","14","<10","18","-92","0.4","7","38","17","40","15000","<0.1","14","7","19","13","19","10","51","9.7","<5","16","32000","<50","<50"
"North Western","NS4","1986-07-14","1","Bulk Sample","74","N/A","2.9","N/A","51","N/A","340","740","0.1","0.8","N/A","N/A","N/A","N/A","7","N/A","<0.1","850","39","22000","N/A","N/A","N/A","N/A","0.49","N/A","30","N/A","17","7700","0.1","1","N/A","N/A","N/A","N/A","N/A","N/A","7.5","N/A","5.1","N/A","N/A","N/A"
"North Western","NS4","1987-01-05","1","Bulk Sample","61","N/A","5.9","N/A","63","N/A","110","120","0","0.9","N/A","N/A","N/A","N/A","10","N/A","0.08","790","52","39000","N/A","N/A","N/A","N/A","0.63","N/A","8","N/A","9","11000","0.1","1","N/A","N/A","N/A","N/A","N/A","N/A","7.3","N/A","7.7","N/A","N/A","N/A"
"North Western","NS4","1987-07-09","1","Bulk Sample","77","N/A","6","1.9","45","N/A","330","290","<0","0.6","N/A","N/A","N/A","N/A","12","N/A","0.13","840","49","62000","N/A","N/A","N/A","N/A","0.45","N/A","43","N/A","35","14000","0.1","10","N/A","N/A","N/A","N/A","N/A","N/A","10","N/A","2.6","N/A","N/A","N/A"
"North Western","NS4","1988-02-25","1","Bulk Sample","N/A","N/A","N/A","N/A","65","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"North Western","NS4","1988-08-09","1","Bulk Sample","63","N/A","6.5","0.5","53","N/A","260","410","0","1.1","N/A","N/A","N/A","62","11","N/A","0.25","530","31","26000","N/A","N/A","N/A","-335","0.53","N/A","29","N/A","18","16000","0.2","13","N/A","N/A","N/A","N/A","N/A","N/A","3.7","N/A","2.2","N/A","N/A","N/A"
"North Western","NS4","1989-05-29","1","Bulk Sample","57","N/A","5","5.1","62","N/A","310","470","<0","1.3","N/A","N/A","N/A","38","16","N/A","0.11","470","37","25000","N/A","N/A","N/A","-377","0.62","N/A","23","N/A","18","15000","1.6","12","N/A","N/A","N/A","N/A","N/A","N/A","7.3","N/A","0.1","N/A","N/A","N/A"
"North Western","NS4","1990-08-02","1","Bulk Sample","87","N/A","7","0.1","63","N/A","1100","450","<0","0.9","N/A","N/A","N/A","79","18","N/A","0.35","580","52","32000","N/A","N/A","N/A","-418","0.52","N/A","57","N/A","40","18000","4.4","29","N/A","N/A","N/A","N/A","N/A","N/A","11","N/A","5","16000","N/A","N/A"
"North Western","NS4","1991-09-09","1","Bulk Sample","95","N/A","5.5","0.7","63","N/A","310","670","0","0.5","N/A","N/A","N/A","75","15","N/A","0.06","650","49","33000","N/A","N/A","N/A","-111","0.62","N/A","41","N/A","43","13000","8.9","58","N/A","N/A","N/A","N/A","N/A","N/A","26","N/A","1.84","16000","N/A","N/A"
"North Western","NS4","1992-07-15","1","Bulk Sample","67","N/A","4.5","0.4","66","N/A","330","363","<0.1","0.7","N/A","N/A","N/A","40","17","N/A","0.21","510","36","32000","N/A","N/A","N/A","-6","0.66","N/A","31","N/A","41","15000","<0.5","23","N/A","N/A","N/A","N/A","N/A","N/A","11","N/A","1.82","12000","N/A","N/A"
"North Western","NS4","1992-09-23","1","Bulk Sample","78","N/A","6","0.9","60","N/A","263","535","<0.1","1","N/A","N/A","N/A","63","12","N/A","<0.08","600","41","31000","N/A","N/A","N/A","-105","0.6","N/A","29","N/A","28","14000","<0.5","31","N/A","N/A","N/A","N/A","N/A","N/A","14","N/A","1.6","17000","N/A","N/A"
"North Western","NS4","1992-11-13","1","Bulk Sample","88","N/A","7.1","1.4","62","N/A","170","290","N/A","0.5","N/A","N/A","N/A","41","16","N/A","0.07","710","31","35000","N/A","N/A","N/A","-142","0.71","N/A","27","N/A","29","14000","<0.5","17","N/A","N/A","N/A","N/A","N/A","N/A","9.4","N/A","3.9","15000","N/A","N/A"
"North Western","NS4","1993-03-29","1","Bulk Sample","95","N/A","4.2","0.1","72","N/A","100","23","<0.1","0.4","N/A","N/A","N/A","N/A","16","N/A","<0.07","1200","73","53000","N/A","N/A","N/A","-100","0.71","N/A","5","N/A","20","5600","<0.5","74","N/A","N/A","N/A","N/A","N/A","N/A","26","N/A","5.39","12000","N/A","N/A"
"North Western","NS4","1993-05-14","1","Bulk Sample","83","N/A","4.8","0.4","63","N/A","190","130","<0.1","0.4","N/A","N/A","N/A","18","17","N/A","<0.08","850","46","5500","N/A","N/A","N/A","-102","0.64","N/A","15","N/A","26","10000","<0.5","29","N/A","N/A","N/A","N/A","N/A","N/A","15","N/A","5.24","13000","N/A","N/A"
"North Western","NS4","1994-03-09","1","Bulk Sample","87","N/A","7","1.1","68","N/A","150","190","<0.1","0.6","N/A","N/A","N/A","28","14","N/A","<0.07","790","38","51000","N/A","N/A","N/A","-36","0.68","N/A","17","N/A","24","9200","<0.1","28","N/A","N/A","N/A","N/A","N/A","N/A","14","N/A","22.5","13000","N/A","N/A"
"North Western","NS4","1994-07-28","1","Bulk Sample","98","N/A","9.5","6.9","38","N/A","150","390","<0.1","0.4","N/A","N/A","N/A","97","22","N/A","<0.13","570","43","37000","N/A","N/A","N/A","-131","0.38","N/A","26","N/A","37","13000","0.2","18","N/A","N/A","N/A","N/A","N/A","N/A","16","N/A","7.6","19000","N/A","N/A"
"North Western","NS4","1995-01-06","1","Bulk Sample","76","N/A","4","4.9","62","N/A","160","250","<0.1","0.5","N/A","N/A","N/A","57","14","N/A","<0.09","590","36","40000","N/A","N/A","N/A","-116","0.54","N/A","16","N/A","24","11000","<0.1","23","N/A","N/A","N/A","N/A","N/A","N/A","14","N/A","7.2","14000","N/A","N/A"
"North Western","NS4","1995-09-13","1","Bulk Sample","81","31","5.9","1.1","44","N/A","160","810","<0.1","0.4","N/A","N/A","N/A","82","16","N/A","<0.11","510","35","30000","N/A","N/A","N/A","-203","0.46","N/A","25","N/A","28","14000","0.1","14","N/A","N/A","N/A","N/A","N/A","21","14","N/A","7.8","13000","N/A","N/A"
"North Western","NS4","1996-01-10","1","Bulk Sample","90","33","6.7","37","52","N/A","130","530","<0.1","0.5","N/A","N/A","N/A","70","30","N/A","<0.05","670","41","43000","N/A","N/A","N/A","-124","0.51","N/A","24","N/A","44","14000","<0.1","29","N/A","N/A","N/A","N/A","N/A","28","17","N/A","16","18000","N/A","N/A"
"North Western","NS4","1996-07-04","1","Bulk Sample","89","28","5.2","16","53","N/A","120","420","<0.1","0.6","N/A","N/A","N/A","25","16","N/A","0.08","650","41","37000","N/A","N/A","N/A","-143","0.47","N/A","17","N/A","25","17000","0.1","28","N/A","N/A","N/A","N/A","N/A","25","18","N/A","5.3","20000","N/A","N/A"
"North Western","NS4","1997-01-06","1","Bulk Sample","92","30","7.5","20","53","N/A","150","280","<0.1","0.6","<1","<5","<5","68","18","N/A","0.06","610","39","44000","N/A","<10","<5","-238","0.53","N/A","21","<5","28","14000","<0.1","25","<1","2","<1","<1","N/A","25","13","<5","8.1","23000","N/A","N/A"
"North Western","NS4","1997-09-11","1","Bulk Sample","82","25","4.6","8.3","63","N/A","120","240","<0.1","0.6","<1","<5","<5","38","13","N/A","0.06","640","40","42000","<5","<10","<5","-248","0.64","<5","17","<5","22","11000","<0.1","23","1","2","1","1","<10","22","12","<5","10","18000","<250","<100"
"North Western","NS4","1998-03-09","1","Bulk Sample","97","27","3.6","<0.2","77","N/A","110","180","<0.1","0.8","<1","<5","<5","34","16","N/A","0.05","670","45","51000","<5","<10","<5","-17","0.68","<5","17","<5","26","6700","<0.1","29","<1","1","1","<1","<10","28","15","<5","9.8","21000","<250","<100"
"North Western","NS4","1998-09-14","1","Bulk Sample","84","27","5.8","28","63","N/A","93","180","<0.1","0.6","<1","<5","<5","48","15","N/A","0.08","590","44","37000","<5","<10","5","-200","0.59","<5","18","<5","22","12000","<0.1","23","1","3","4","2","<5","21","11","<5","7.6","17000","<250","<100"
"North Western","NS4","1999-02-11","1","Bulk Sample","99","22","5.3","1.2","67"," 13","120","210","<0.1","0.6","<1"," 21"," 17","26","15","N/A","0.07","660","40","39000"," 10","<10"," 19","-19","0.61","<5","18"," 10","20","11000","<0.1","23"," 6"," 11"," 13"," 8"," 9","22","13","<5","31","15000","<50","<50"
"North Western","NS4","1999-02-11","1","Seived Sample (<63 micrometer)","150","50","9","0.5","34","<5","200","400","<0.1","0.5","<1"," 19"," 24","26","29","N/A","0.1","630","65","40000"," 10","<10"," 19","-19","0.33","<5","51"," 18","50","12000","0.1","30"," 6"," 14"," 13"," 9"," 9","48","18","<5","9.4","31000","<50","<50"
"North Western","NS4","1999-09-27","1","Bulk Sample","110","39","6.7","3","50","7","220","340","<0.1","0.5","<1","<5","9","76","20","N/A","0.11","570","47","34000","<5","<10","10","-173","0.47","<5","37","<5","36","14000","0.2","24","3","6","5","1","<3","31","15","<5","5.8","23000","<50","<50"
"North Western","NS4","1999-09-27","1","Seived Sample (<63 micrometer)","130","49","7.3","<0.2","41","<5","210","380","0.1","0.5","<1","<5","<5","76","25","N/A","0.16","620","59","39000","6","<10","12","-173","0.39","<5","48","8","45","17000","0.2","30","5","6","10","4","6","40","20","<5","4.3","28000","<50","<50"
"North Western","NS4","2000-01-12","1","Bulk Sample","94","25","4.5","24","67","<5","110","220","<0.1","0.3","<1","<5","<5","85","16","N/A","0.08","610","37","38000","24","<10","10","-82","0.67","<5","19","12","26","12000","<0.1","21","14","23","30","16","5","24","10","<5","9.8","20000","<50","<50"
"North Western","NS4","2000-01-12","1","Seived Sample (<63 micrometer)","180","73","8","2.5","36","10","210","430","0.1","0.6","<1","<5","11","85","40","N/A","0.35","750","82","52000","<5","<10","12","-82","0.36","<5","67","6","68","13000","0.2","38","3","7","9","7","3","64","23","<5","8.8","52000","<50","<50"
"North Western","NS4","2000-07-17","1","Seived Sample (<63 micrometer)","150","54","8","5.3","36","<5","220","480","<0.1","0.5","<1","<5","6","36","30","N/A","0.13","600","57","41000","12","<10","8","-127","0.33","<5","50","<5","52","14000","0.2","29","9","6","7","6","4","47","19","<5","16","42000","<50","<50"
"North Western","NS4","2000-07-17","1","Bulk Sample","100","27","4.8","39","63","<5","160","320","<0.1","0.4","<1","<5","<5","36","15","N/A","0.06","690","36","37000","<5","<10","<5","-127","0.62","<5","22","<5","28","12000","0.1","21","1","2","3","2","<3","28","13","<5","39","21000","<50","<50"
"North Western","NS4","2001-01-15","1","Seived Sample (<63 micrometer)","130","55","7.9","0.3","37","<5","200","410","0.1","0.5","<1","11","8","37","28","N/A","0.13","600","61","39000","8","<10","16","-146","0.35","<5","49","15","51","13000","0.1","34","6","11","12","10","7","54","16","<5","14","43000","<50","<50"
"North Western","NS4","2001-01-15","1","Bulk Sample","96","24","4.6","8.6","68","<5","120","210","<0.1","0.3","<1","5","<5","37","14","N/A","0.1","680","34","38000","<5","<10","8","-146","0.66","<5","18","6","24","13000","<0.1","22","3","7","7","5","4","26","9.8","<5","9.2","21000","<50","<50"
"North Western","NS4","2001-08-16","1","Seived Sample (<63 micrometer)","150","55","8.5","10","41","<5","190","330","0.1","0.5","<1","21","10","41","30","N/A","0.14","600","58","40000","7","<10","12","-147","0.4","<5","52","12","52","14000","0.2","32","6","9","11","8","6","55","16","<5","6.4","45000","<50","<50"
"North Western","NS4","2001-08-16","1","Bulk Sample","110","30","5.5","11","64","<5","170","260","0.1","0.5","<1","16","7","41","17","N/A","0.07","690","39","38000","6","<10","8","-147","0.62","<5","24","7","29","13000","<0.1","24","4","6","8","8","5","32","9.6","<5","8.9","25000","<50","<50"
"North Western","NS4","2002-01-09","1","Bulk Sample","67","31","4.6","9.5","66","18","150","220","<0.1","0.5","<1","<5","<5","36","14","<60","0.06","610","39","39000","<5","<10","<5","-202","0.63","<5","20","<5","23","12000","<0.1","23","3","6","5","4","<3","23","10","<5","2.3","19000","<50","<50"
"North Western","NS4","2002-08-01","1","Bulk Sample","110","39","5.8","54","61","18","210","300","0.1","0.6","<1","<5","<5","43","19","<60","0.08","620","37","41000","<5","<10","7","-165","0.59","<5","26","<5","32","13000","0.1","28","3","6","5","6","<3","33","11","<5","27","27000","<50","<50"
"North Western","NS4","2003-01-17","1","Bulk Sample","100","33","5.9","21","65","18","160","260","0.1","0.7","0","8","<5","21","18","<60","0.06","750","40","39000","<5","<10","9","-230","0.63","<5","22","<5","26","14000","<0.1","21","3","6","7","5","4","23","9.1","<5","30","21000","<50","<50"
"North Western","NS4","2003-07-17","1","Bulk Sample","100","30","5.1","26","63","18","140","200","<0.1","0.6","0","11","<5","18","19","<60","0.07","580","29","36000","<5","<10","<5","-229","0.61","<5","23","<5","28","14000","<0.1","22","2","4","3","3","<3","29","10","<5","8.6","24000","<50","<50"
"North Western","NS4","2004-01-26","1","Bulk Sample","100","30","5.2","77","63","18","92","160","0.1","0.6","<0","8","<5","12","18","<60","0.06","680","39","43000","<5","<10","6","-169","0.62","<5","18","6","26","15000","<0.1","33","2","4","4","4","3","33","9.9","<5","10","19000","<50","<50"
"North Western","NS4","2004-07-07","1","Bulk Sample","100","46","4.9","2.7","62","18","170","300","<0.1","0.7","0","13","<5","44","22","<60","0.1","460","46","29000","5","<10","11","-182","0.55","<5","42","11","36","19000","<0.1","20","3","7","7","6","5","37","11","<5","0.19","33000","<50","<50"
"North Western","NS4","2005-03-14","1","Bulk Sample","99","37","4.9","62","59","18","190","350","0.1","0.7","0","28","9","60","19","<60","0.23","500","31","27000","9","<10","18","-163","0.56","<5","29","11","30","17000","<0.1","19","5","12","12","11","8","32","11","<5","28","27000","<50","<50"
"North Western","NS4","2005-08-05","1","Bulk Sample","100","29","4.9","16","59","18","170","320","0.1","0.8","0","34","11","61","19","<60","0.08","460","35","25000","7","<10","19","-225","0.58","<5","34","11","31","19000","<0.1","17","4","9","11","8","10","32","11","<5","18","24000","<50","<50"
"North Western","NS4","2006-01-06","1","Bulk Sample","100","20","5.1","54","63","18","150","260","<0.1","0.8","0","22","8","23","16","<60","0.06","650","33","35000","6","<10","18","-161","0.61","<5","25","8","27","15000","<0.1","20","3","8","8","7","6","22","10","<5","22","19000","<50","<50"
"North Western","NS4","2006-07-10","1","Bulk Sample","100","22","5.9","8.8","62","18","190","320","<0.1","0.8","0","7","<5","28","18","<60","0.07","560","34","36000","<5","<10","9","-242","0.61","<5","24","<5","26","16000","<0.1","18","2","6","4","3","<3","24","9.1","<5","13","21000","<50","<50"
"North Western","NS4","2007-01-16","1","Bulk Sample","110","26","5.4","6.7","64","18","230","350","0.1","0.6","0","6","<5","14","18","<60","0.06","710","32","45000","<5","<10","7","-197","0.61","<5","26","5","26","12000","<0.1","22","2","5","5","4","<3","23","9.6","<5","8.8","22000","<50","<50"
"North Western","NS4","2007-07-04","1","Bulk Sample","110","32","5.3","25","56","18","160","240","0.2","0.8","0","6","<5","61","20","<60","0.1","540","37","29000","<5","<10","6","-173","0.52","<5","40","6","34","16000","0.1","17","3","5","6","5","<3","27","10","<5","1.1","24000","<50","<50"
"North Western","NS4","2008-01-28","1","Bulk Sample","98","18","4.6","18","68","18","77","110","<0.1","0.8","<0","<5","<5","31","16","<60","0.09","720","38","44000","<5","<10","6","-338","0.66","<5","12","<5","22","13000","<0.1","27","1","3","2","<1","<3","20","8.8","<5","5.3","20000","<50","<50"
"North Western","NS4","2008-07-09","1","Bulk Sample","93","21","4.8","15","66","18","140","240","<0.1","0.9","<0","10","<5","39","13","<60","0.07","670","34","37000","<5","<10","<5","-241","0.62","<5","16","<5","25","14000","<0.1","20","1","3","2","2","3","18","9.4","<5","22","19000","<50","<50"
"North Western","NS4","2009-02-05","1","Bulk Sample","94","25","4.4","17","61","18","180","310","0.2","0.6","<0","21","7","56","13","<60","0.06","520","33","35000","7","<10","18","-403","0.55","<5","21","5","27","11000","0.1","17","5","9","10","8","9","21","9.2","<5","1","20000","<50","<50"
"North Western","NS4","2009-08-26","1","Bulk Sample","100","33","5.9","46","49","18","220","390","0.2","0.6","0","12","<5","66","21","<60","0.11","600","40","33000","5","<10","8","-179","0.51","<5","37","<5","34","17000","<0.1","16","3","10","7","6","3","29","12","<5","7.9","27000","<50","<50"
"North Western","NS4","2010-01-18","1","Bulk Sample","78","19","5.1","2","59","18","210","370","0.1","0.5","<0","11","<5","72","14","<60","0.07","440","31","27000","6","<10","7","-136","0.61","<5","24","8","25","14000","<0.1","15","2","10","4","6","3","22","8.2","<5","5.8","21000","<50","<50"
"North Western","NS4","2010-07-23","1","Bulk Sample","130","42","6.5","8.4","44","18","230","440","0.2","0.6","0","16","12","95","27","<60","0.14","900","53","42000","9","<10","19","-133","0.41","<5","51","8","47","14000","0.1","21","5","12","13","10","7","38","15","<5","0.11","39000","<50","<50"
